id, payment type, payment trans id, payment trans success, failure reason
12194, Electronic, 74155, Y, 
12195, Gift card, 11908, Y, 
12196, Electronic, 74699, Y, 
12197, Internet Banking, 97358, Y, 
12198, Gift card, 29315, Y, 
12199, Gift card, 20263, Y, 
12200, Card, 85657, Y, 
12201, Gift card, 53769, Y, 
12202, Internet Banking, 59884, Y, 
12203, Internet Banking, 22990, Y, 
12204, Electronic, 66507, N, Account locked
12205, Card, 63347, Y, 
12206, Card, 98020, Y, 
12207, Card, 18676, Y, 
12208, Card, 67936, Y, 
12209, Internet Banking, 92204, Y, 
12210, Card, 13187, Y, 
12211, Gift card, 80212, Y, 
12212, Card, 91013, Y, 
12213, Cash, 10304, N, Insufficent funds
12214, Gift card, 24541, N, Insufficent funds
12215, Internet Banking, 49723, N, Account locked
12216, Gift card, 98738, Y, 
12217, Gift card, 64077, N, Insufficent funds
12218, Gift card, 57954, Y, 
12219, Internet Banking, 35962, Y, 
12220, Gift card, 18975, Y, 
12221, Electronic, 37293, Y, 
12222, Internet Banking, 71838, Y, 
12223, Cash, 27849, N, Insufficent funds
12224, Gift card, 19390, Y, 
12225, Internet Banking, 50659, Y, 
12226, Internet Banking, 89654, Y, 
12227, Cash, 15743, Y, 
12228, Electronic, 64930, Y, 
12229, Gift card, 85669, Y, 
12230, Card, 71261, Y, 
12231, Electronic, 70632, Y, 
12232, Electronic, 87672, Y, 
12233, Gift card, 44838, N, Insufficent funds
12234, Cash, 32190, N, Insufficent funds
12235, Cash, 95032, Y, 
12236, Card, 83794, Y, 
12237, Card, 55717, N, Invalid CVV
12238, Gift card, 47739, Y, 
12239, Electronic, 55572, Y, 
12240, Card, 22249, N, Invalid card number
12241, Gift card, 72957, N, Insufficent funds
12242, Cash, 90999, N, Insufficent funds
12243, Gift card, 90295, Y, 
12244, Cash, 52858, N, Insufficent funds
12245, Card, 45105, Y, 
12246, Electronic, 67694, N, Account locked
12247, Cash, 93575, Y, 
12248, Gift card, 47068, Y, 
12249, Cash, 82764, N, Insufficent funds
12250, Internet Banking, 26141, N, Account locked
12251, Cash, 71636, Y, 
12252, Internet Banking, 20516, Y, 
12253, Gift card, 97832, Y, 
12254, Gift card, 57054, N, Insufficent funds
12255, Card, 42523, N, Invalid CVV
12256, Cash, 14286, Y, 
12257, Cash, 26787, N, Insufficent funds
12258, Electronic, 99054, Y, 
12259, Gift card, 81724, Y, 
12260, Gift card, 58738, Y, 
12261, Card, 57852, Y, 
12262, Cash, 87501, Y, 
12263, Internet Banking, 68284, Y, 
12264, Internet Banking, 73573, N, Account locked
12265, Gift card, 49429, Y, 
12266, Gift card, 16178, Y, 
12267, Electronic, 97837, Y, 
12268, Card, 55297, Y, 
12269, Internet Banking, 22318, Y, 
12270, Cash, 80783, N, Insufficent funds
12271, Cash, 23564, N, Insufficent funds
12272, Gift card, 37701, N, Insufficent funds
12273, Gift card, 75997, N, Insufficent funds
12274, Internet Banking, 69154, N, Account locked
12275, Internet Banking, 80426, Y, 
12276, Electronic, 10838, Y, 
12277, Cash, 90767, Y, 
12278, Card, 88411, N, Invalid CVV
12279, Internet Banking, 39094, Y, 
12280, Internet Banking, 63863, Y, 
12281, Gift card, 49710, Y, 
12282, Card, 31233, N, Invalid CVV
12283, Internet Banking, 15888, Y, 
12284, Electronic, 53489, Y, 
12285, Card, 36869, Y, 
12286, Card, 85495, Y, 
12287, Cash, 25276, N, Insufficent funds
12288, Internet Banking, 87641, Y, 
12289, Card, 34489, Y, 
12290, Cash, 45653, Y, 
12291, Internet Banking, 39998, Y, 
12292, Electronic, 63272, Y, 
12293, Internet Banking, 94238, Y, 
12294, Gift card, 12067, Y, 
12295, Electronic, 51210, Y, 
12296, Gift card, 62766, Y, 
12297, Card, 25823, N, Invalid zip code
12298, Card, 49176, Y, 
12299, Cash, 84874, N, Insufficent funds
12300, Card, 90937, Y, 
12301, Card, 92197, Y, 
12302, Cash, 25208, Y, 
12303, Card, 91869, Y, 
12304, Electronic, 46959, Y, 
12305, Cash, 21908, N, Insufficent funds
12306, Gift card, 53488, Y, 
12307, Internet Banking, 96442, N, Account locked
12308, Card, 57320, Y, 
12309, Cash, 33338, Y, 
12310, Internet Banking, 93899, Y, 
12311, Electronic, 27569, Y, 
12312, Gift card, 25522, N, Insufficent funds
12313, Cash, 51343, Y, 
12314, Cash, 11125, N, Insufficent funds
12315, Gift card, 71938, Y, 
12316, Card, 30840, Y, 
12317, Cash, 43534, Y, 
12318, Electronic, 35192, Y, 
12319, Cash, 86277, N, Insufficent funds
12320, Internet Banking, 25561, Y, 
12321, Cash, 80337, Y, 
12322, Gift card, 19934, Y, 
12323, Card, 89277, Y, 
12324, Electronic, 96585, Y, 
12325, Card, 58296, N, Invalid card number
12326, Card, 93528, N, Invalid zip code
12327, Card, 84524, Y, 
12328, Cash, 44345, N, Insufficent funds
12329, Gift card, 29580, Y, 
12330, Internet Banking, 52725, Y, 
12331, Internet Banking, 10660, Y, 
12332, Gift card, 79365, Y, 
12333, Gift card, 59510, N, Insufficent funds
12334, Card, 30612, Y, 
12335, Gift card, 59209, Y, 
12336, Card, 86224, Y, 
12337, Card, 61155, N, Invalid card number
12338, Internet Banking, 64783, Y, 
12339, Internet Banking, 95534, N, Account locked
12340, Cash, 21040, Y, 
12341, Electronic, 77142, Y, 
12342, Card, 44492, N, Invalid card number
12343, Electronic, 42540, Y, 
12344, Gift card, 44681, Y, 
12345, Electronic, 45230, Y, 
12346, Gift card, 22590, Y, 
12347, Gift card, 59544, Y, 
12348, Electronic, 25456, Y, 
12349, Electronic, 69698, N, Account locked
12350, Internet Banking, 24841, Y, 
12351, Electronic, 12245, Y, 
12352, Internet Banking, 75243, Y, 
12353, Electronic, 46702, Y, 
12354, Electronic, 99235, Y, 
12355, Gift card, 72101, N, Insufficent funds
12356, Electronic, 70064, Y, 
12357, Gift card, 29152, N, Insufficent funds
12358, Cash, 27429, Y, 
12359, Electronic, 71556, N, Account locked
12360, Internet Banking, 94854, Y, 
12361, Electronic, 36755, Y, 
12362, Card, 17910, Y, 
12363, Cash, 28715, Y, 
12364, Electronic, 79528, Y, 
12365, Electronic, 25862, Y, 
12366, Card, 25136, Y, 
12367, Electronic, 54872, Y, 
12368, Card, 96972, N, Invalid CVV
12369, Internet Banking, 76640, Y, 
12370, Gift card, 69730, Y, 
12371, Electronic, 68817, Y, 
12372, Internet Banking, 39706, N, Account locked
12373, Card, 92534, Y, 
12374, Gift card, 70675, Y, 
12375, Card, 84476, Y, 
12376, Gift card, 73411, Y, 
12377, Electronic, 91057, Y, 
12378, Electronic, 47130, Y, 
12379, Gift card, 51904, Y, 
12380, Gift card, 99155, Y, 
12381, Card, 68457, Y, 
12382, Cash, 79980, Y, 
12383, Gift card, 96275, Y, 
12384, Gift card, 23910, Y, 
12385, Card, 60436, N, Invalid card number
12386, Gift card, 14783, Y, 
12387, Gift card, 17870, Y, 
12388, Gift card, 57825, Y, 
12389, Internet Banking, 52549, Y, 
12390, Internet Banking, 19763, Y, 
12391, Card, 48423, Y, 
12392, Internet Banking, 90116, N, Account locked
12393, Electronic, 79929, N, Account locked
12394, Cash, 84769, Y, 
12395, Internet Banking, 59705, N, Account locked
12396, Gift card, 66968, Y, 
12397, Gift card, 88942, Y, 
12398, Card, 33018, N, Invalid CVV
12399, Card, 25730, Y, 
12400, Gift card, 68329, N, Insufficent funds
12401, Cash, 23553, Y, 
12402, Gift card, 18989, Y, 
12403, Cash, 35365, Y, 
12404, Cash, 30299, N, Insufficent funds
12405, Cash, 75466, Y, 
12406, Electronic, 90718, N, Account locked
12407, Card, 51604, Y, 
12408, Cash, 90659, Y, 
12409, Card, 45482, Y, 
12410, Electronic, 39671, N, Account locked
12411, Cash, 24532, Y, 
12412, Card, 76356, Y, 
12413, Electronic, 85087, N, Account locked
12414, Gift card, 33735, Y, 
12415, Gift card, 86553, Y, 
12416, Cash, 32939, N, Insufficent funds
12417, Gift card, 67911, Y, 
12418, Cash, 78599, Y, 
12419, Gift card, 61824, Y, 
12420, Internet Banking, 16045, Y, 
12421, Cash, 11967, Y, 
12422, Electronic, 26462, Y, 
12423, Gift card, 26214, Y, 
12424, Gift card, 92682, N, Insufficent funds
12425, Electronic, 99215, N, Account locked
12426, Internet Banking, 41854, Y, 
12427, Electronic, 78873, Y, 
12428, Gift card, 65817, Y, 
12429, Card, 51382, N, Invalid card number
12430, Cash, 19042, Y, 
12431, Cash, 55163, Y, 
12432, Internet Banking, 72752, Y, 
12433, Gift card, 51773, Y, 
12434, Internet Banking, 11230, Y, 
12435, Gift card, 20955, Y, 
12436, Cash, 86499, Y, 
12437, Card, 47604, Y, 
12438, Internet Banking, 52113, N, Account locked
12439, Electronic, 77434, Y, 
12440, Electronic, 52873, Y, 
12441, Cash, 49897, Y, 
12442, Gift card, 78081, Y, 
12443, Gift card, 58910, Y, 
12444, Card, 46368, N, Invalid card number
12445, Card, 76492, Y, 
12446, Gift card, 72663, Y, 
12447, Electronic, 10669, Y, 
12448, Card, 61552, Y, 
12449, Internet Banking, 95153, Y, 
12450, Cash, 37418, Y, 
12451, Gift card, 16994, Y, 
12452, Internet Banking, 73259, Y, 
12453, Electronic, 32263, N, Account locked
12454, Card, 13255, Y, 
12455, Electronic, 75080, Y, 
12456, Internet Banking, 49087, N, Account locked
12457, Electronic, 44176, Y, 
12458, Card, 19147, Y, 
12459, Cash, 35809, Y, 
12460, Cash, 87978, Y, 
12461, Card, 44173, Y, 
12462, Electronic, 90925, N, Account locked
12463, Cash, 74504, Y, 
12464, Card, 61812, N, Invalid zip code
12465, Cash, 45879, Y, 
12466, Electronic, 98183, Y, 
12467, Card, 90223, N, Invalid CVV
12468, Internet Banking, 66299, Y, 
12469, Card, 50285, Y, 
12470, Internet Banking, 67867, Y, 
12471, Gift card, 29020, Y, 
12472, Cash, 85486, Y, 
12473, Gift card, 36995, N, Insufficent funds
12474, Gift card, 80876, N, Insufficent funds
12475, Internet Banking, 57632, Y, 
12476, Gift card, 14613, Y, 
12477, Cash, 79201, N, Insufficent funds
12478, Internet Banking, 76086, Y, 
12479, Gift card, 64265, Y, 
12480, Electronic, 61654, Y, 
12481, Gift card, 43646, Y, 
12482, Card, 63659, Y, 
12483, Electronic, 18079, Y, 
12484, Internet Banking, 45401, N, Account locked
12485, Card, 81781, Y, 
12486, Internet Banking, 83160, Y, 
12487, Internet Banking, 15443, Y, 
12488, Internet Banking, 95076, Y, 
12489, Electronic, 68169, Y, 
12490, Electronic, 89713, N, Account locked
12491, Card, 62907, Y, 
12492, Gift card, 32048, N, Insufficent funds
12493, Electronic, 68945, Y, 
12494, Gift card, 63552, Y, 
12495, Cash, 13135, Y, 
12496, Electronic, 97338, Y, 
12497, Cash, 27744, Y, 
12498, Electronic, 70180, Y, 
12499, Card, 62136, Y, 
12500, Internet Banking, 47741, Y, 
12501, Electronic, 20313, Y, 
12502, Gift card, 29929, Y, 
12503, Gift card, 91228, Y, 
12504, Internet Banking, 53949, Y, 
12505, Cash, 70816, N, Insufficent funds
12506, Card, 68423, Y, 
12507, Cash, 24894, Y, 
12508, Gift card, 28611, Y, 
12509, Electronic, 13037, Y, 
12510, Internet Banking, 13930, Y, 
12511, Card, 94223, N, Invalid zip code
12512, Cash, 48644, N, Insufficent funds
12513, Cash, 85723, Y, 
12514, Gift card, 42865, Y, 
12515, Internet Banking, 84085, Y, 
12516, Cash, 76267, Y, 
12517, Internet Banking, 25954, Y, 
12518, Gift card, 49444, Y, 
12519, Card, 40231, Y, 
12520, Gift card, 61138, Y, 
12521, Internet Banking, 94687, Y, 
12522, Card, 28186, Y, 
12523, Gift card, 99083, N, Insufficent funds
12524, Gift card, 87797, Y, 
12525, Gift card, 28319, Y, 
12526, Electronic, 59540, Y, 
12527, Electronic, 45872, Y, 
12528, Cash, 42620, Y, 
12529, Internet Banking, 48544, N, Account locked
12530, Gift card, 98477, N, Insufficent funds
12531, Internet Banking, 31449, Y, 
12532, Internet Banking, 98076, Y, 
12533, Cash, 96693, Y, 
12534, Cash, 96369, N, Insufficent funds
12535, Card, 66743, Y, 
12536, Electronic, 42545, Y, 
12537, Internet Banking, 18832, Y, 
12538, Internet Banking, 52415, N, Account locked
12539, Electronic, 91235, Y, 
12540, Cash, 83717, Y, 
12541, Gift card, 82070, Y, 
12542, Gift card, 98641, Y, 
12543, Electronic, 86385, N, Account locked
12544, Gift card, 84553, Y, 
12545, Electronic, 12554, Y, 
12546, Internet Banking, 90110, Y, 
12547, Card, 35347, N, Invalid card number
12548, Electronic, 12766, Y, 
12549, Cash, 36861, Y, 
12550, Internet Banking, 98470, N, Account locked
12551, Gift card, 78216, Y, 
12552, Gift card, 10256, Y, 
12553, Electronic, 15237, Y, 
12554, Electronic, 58743, Y, 
12555, Gift card, 44846, Y, 
12556, Gift card, 69619, Y, 
12557, Gift card, 58916, Y, 
12558, Gift card, 33929, N, Insufficent funds
12559, Gift card, 70763, Y, 
12560, Internet Banking, 21057, Y, 
12561, Electronic, 28855, N, Account locked
12562, Card, 65758, N, Invalid CVV
12563, Gift card, 60261, Y, 
12564, Electronic, 57071, Y, 
12565, Cash, 43829, Y, 
12566, Card, 69777, N, Invalid card number
12567, Cash, 10156, Y, 
12568, Card, 14838, Y, 
12569, Gift card, 83879, Y, 
12570, Internet Banking, 47858, Y, 
12571, Internet Banking, 30706, Y, 
12572, Gift card, 13198, N, Insufficent funds
12573, Electronic, 43131, Y, 
12574, Cash, 26550, Y, 
12575, Electronic, 22908, Y, 
12576, Cash, 15024, Y, 
12577, Electronic, 41987, Y, 
12578, Cash, 98926, Y, 
12579, Electronic, 43194, Y, 
12580, Cash, 86816, N, Insufficent funds
12581, Gift card, 84554, Y, 
12582, Gift card, 71941, N, Insufficent funds
12583, Card, 67406, Y, 
12584, Electronic, 60717, Y, 
12585, Electronic, 42864, N, Account locked
12586, Cash, 19384, Y, 
12587, Cash, 42471, N, Insufficent funds
12588, Gift card, 74637, Y, 
12589, Internet Banking, 52164, N, Account locked
12590, Electronic, 18274, N, Account locked
12591, Cash, 84766, Y, 
12592, Gift card, 17143, Y, 
12593, Gift card, 27851, Y, 
12594, Electronic, 43746, Y, 
12595, Cash, 29562, Y, 
12596, Electronic, 34725, Y, 
12597, Cash, 66890, Y, 
12598, Cash, 47388, N, Insufficent funds
12599, Internet Banking, 21892, Y, 
12600, Electronic, 82649, N, Account locked
12601, Electronic, 58441, Y, 
12602, Cash, 94680, Y, 
12603, Card, 35038, Y, 
12604, Gift card, 19052, Y, 
12605, Cash, 69283, Y, 
12606, Gift card, 43811, Y, 
12607, Cash, 62925, N, Insufficent funds
12608, Cash, 17820, N, Insufficent funds
12609, Cash, 85118, N, Insufficent funds
12610, Gift card, 69441, Y, 
12611, Card, 60400, N, Invalid card number
12612, Cash, 43730, N, Insufficent funds
12613, Internet Banking, 37709, N, Account locked
12614, Internet Banking, 80685, Y, 
12615, Cash, 31280, N, Insufficent funds
12616, Gift card, 93721, Y, 
12617, Gift card, 86770, Y, 
12618, Cash, 45288, Y, 
12619, Electronic, 61830, Y, 
12620, Electronic, 78457, Y, 
12621, Card, 62609, Y, 
12622, Electronic, 35687, Y, 
12623, Cash, 31889, N, Insufficent funds
12624, Gift card, 70128, Y, 
12625, Cash, 53404, Y, 
12626, Internet Banking, 22696, Y, 
12627, Cash, 21750, Y, 
12628, Cash, 60390, Y, 
12629, Card, 83070, N, Invalid CVV
12630, Gift card, 44022, Y, 
12631, Cash, 90377, N, Insufficent funds
12632, Internet Banking, 96726, Y, 
12633, Electronic, 65289, Y, 
12634, Gift card, 30799, Y, 
12635, Card, 75631, Y, 
12636, Gift card, 81549, Y, 
12637, Card, 17155, Y, 
12638, Cash, 62919, Y, 
12639, Gift card, 28478, N, Insufficent funds
12640, Gift card, 77404, Y, 
12641, Gift card, 97621, Y, 
12642, Cash, 93617, Y, 
12643, Internet Banking, 73325, N, Account locked
12644, Card, 84237, Y, 
12645, Cash, 69235, Y, 
12646, Internet Banking, 49928, Y, 
12647, Internet Banking, 24184, Y, 
12648, Cash, 71404, N, Insufficent funds
12649, Gift card, 98537, N, Insufficent funds
12650, Card, 20276, Y, 
12651, Electronic, 19845, Y, 
12652, Gift card, 12173, Y, 
12653, Electronic, 13957, Y, 
12654, Cash, 71693, Y, 
12655, Electronic, 41656, N, Account locked
12656, Card, 56187, Y, 
12657, Gift card, 43757, Y, 
12658, Internet Banking, 74842, Y, 
12659, Internet Banking, 78583, Y, 
12660, Gift card, 47694, Y, 
12661, Internet Banking, 63726, Y, 
12662, Gift card, 35865, Y, 
12663, Cash, 53231, Y, 
12664, Electronic, 91247, N, Account locked
12665, Internet Banking, 60132, Y, 
12666, Electronic, 45111, Y, 
12667, Gift card, 26245, Y, 
12668, Internet Banking, 24328, Y, 
12669, Card, 37720, Y, 
12670, Card, 60576, N, Invalid CVV
12671, Gift card, 21839, Y, 
12672, Gift card, 76063, Y, 
12673, Card, 22807, Y, 
12674, Gift card, 10281, Y, 
12675, Internet Banking, 57410, Y, 
12676, Card, 74301, N, Invalid zip code
12677, Internet Banking, 79298, Y, 
12678, Gift card, 69305, Y, 
12679, Gift card, 45138, Y, 
12680, Gift card, 52452, Y, 
12681, Card, 28303, Y, 
12682, Electronic, 98610, Y, 
12683, Card, 33367, N, Invalid CVV
12684, Cash, 41622, Y, 
12685, Card, 29169, N, Invalid CVV
12686, Electronic, 35193, Y, 
12687, Electronic, 22186, Y, 
12688, Card, 10902, N, Invalid zip code
12689, Card, 95509, Y, 
12690, Cash, 47308, Y, 
12691, Card, 55004, N, Invalid zip code
12692, Card, 44962, Y, 
12693, Card, 26934, Y, 
12694, Internet Banking, 87283, Y, 
12695, Gift card, 33905, Y, 
12696, Card, 53277, Y, 
12697, Gift card, 21472, Y, 
12698, Card, 67163, Y, 
12699, Internet Banking, 57645, Y, 
12700, Card, 31231, Y, 
12701, Electronic, 93731, N, Account locked
12702, Cash, 76380, Y, 
12703, Electronic, 72131, N, Account locked
12704, Electronic, 56165, Y, 
12705, Card, 26270, N, Invalid CVV
12706, Card, 49530, N, Invalid zip code
12707, Card, 82938, Y, 
12708, Electronic, 27244, Y, 
12709, Gift card, 44818, Y, 
12710, Gift card, 40125, N, Insufficent funds
12711, Cash, 27168, Y, 
12712, Card, 61187, N, Invalid zip code
12713, Card, 92566, N, Invalid CVV
12714, Card, 70093, N, Invalid CVV
12715, Card, 53568, Y, 
12716, Gift card, 88229, N, Insufficent funds
12717, Electronic, 56770, N, Account locked
12718, Cash, 48575, Y, 
12719, Card, 58468, Y, 
12720, Internet Banking, 78020, Y, 
12721, Electronic, 83894, Y, 
12722, Card, 51753, Y, 
12723, Card, 95386, N, Invalid card number
12724, Gift card, 71611, N, Insufficent funds
12725, Electronic, 98783, Y, 
12726, Gift card, 66728, Y, 
12727, Card, 88459, Y, 
12728, Cash, 21226, Y, 
12729, Electronic, 12025, Y, 
12730, Card, 41776, Y, 
12731, Gift card, 29404, Y, 
12732, Cash, 24759, Y, 
12733, Electronic, 80211, N, Account locked
12734, Electronic, 23250, Y, 
12735, Internet Banking, 21407, Y, 
12736, Internet Banking, 45790, Y, 
12737, Gift card, 18739, Y, 
12738, Gift card, 52638, Y, 
12739, Electronic, 92942, Y, 
12740, Cash, 27089, Y, 
12741, Cash, 12234, Y, 
12742, Card, 56219, N, Invalid card number
12743, Electronic, 82250, Y, 
12744, Gift card, 43635, Y, 
12745, Internet Banking, 60292, Y, 
12746, Electronic, 70906, Y, 
12747, Cash, 71059, Y, 
12748, Card, 33245, Y, 
12749, Cash, 87946, Y, 
12750, Cash, 66878, Y, 
12751, Gift card, 27017, Y, 
12752, Card, 84230, Y, 
12753, Electronic, 89881, Y, 
12754, Internet Banking, 18115, Y, 
12755, Electronic, 21490, Y, 
12756, Gift card, 28448, Y, 
12757, Internet Banking, 60812, Y, 
12758, Internet Banking, 98786, Y, 
12759, Electronic, 49043, Y, 
12760, Internet Banking, 84020, Y, 
12761, Electronic, 13086, Y, 
12762, Electronic, 80326, N, Account locked
12763, Gift card, 88908, Y, 
12764, Cash, 32907, Y, 
12765, Gift card, 72948, Y, 
12766, Gift card, 40375, Y, 
12767, Card, 44172, N, Invalid CVV
12768, Electronic, 65422, Y, 
12769, Internet Banking, 46456, Y, 
12770, Cash, 72150, Y, 
12771, Cash, 75131, Y, 
12772, Internet Banking, 75438, Y, 
12773, Card, 40386, Y, 
12774, Card, 91958, N, Invalid zip code
12775, Electronic, 72833, Y, 
12776, Electronic, 95529, Y, 
12777, Gift card, 13356, Y, 
12778, Gift card, 17033, Y, 
12779, Card, 89556, Y, 
12780, Card, 44315, Y, 
12781, Card, 34515, Y, 
12782, Electronic, 90923, Y, 
12783, Internet Banking, 53251, Y, 
12784, Card, 14539, Y, 
12785, Internet Banking, 93188, Y, 
12786, Electronic, 59220, Y, 
12787, Internet Banking, 18105, Y, 
12788, Gift card, 15553, N, Insufficent funds
12789, Card, 64278, Y, 
12790, Electronic, 56877, Y, 
12791, Gift card, 81421, Y, 
12792, Cash, 55904, Y, 
12793, Internet Banking, 49148, Y, 
12794, Electronic, 77875, N, Account locked
12795, Gift card, 14787, Y, 
12796, Card, 17188, Y, 
12797, Cash, 47971, N, Insufficent funds
12798, Cash, 65768, Y, 
12799, Gift card, 50215, N, Insufficent funds
12800, Card, 23100, Y, 
12801, Cash, 31006, N, Insufficent funds
12802, Gift card, 68498, Y, 
12803, Gift card, 80953, N, Insufficent funds
12804, Electronic, 39457, Y, 
12805, Electronic, 72185, Y, 
12806, Internet Banking, 29749, Y, 
12807, Card, 45935, Y, 
